CERT,NAME,REPDTE,BKCLASS,INSDIF,ASSET,CHBAL,SC,LNLSNET,DEP,FREPP,OTHBRF,SUBND,LIAB,EQTOT,EQ,OA,ALLOTHL,BORROWED_FUNDS_CALC,OTHER_ASSETS_CALC,OTHER_LIABILITIES_CALC,BALANCE_DIFFERENCE_CALC
6985,CANANDAIGUA NB&T CO,20251231,N,1,5315449,334596,944846,3888042,4384014,0,400000,0,4857418,458031,457962,89993,73404,400000,147965,73404,0
6989,COMMUNITY BANK NATIONAL ASSN,20251231,N,1,17000592,276478,4328509,10861944,14553206,231163,458770,0,15382691,1617901,1615176,505250,139552,689933,1533661,139552,0
6990,PUTNAM COUNTY NB OF CARMEL,20251231,N,1,173817,40302,13473,115535,127682,0,0,0,128621,45196,45196,2762,939,0,4507,939,0
7018,NATIONAL BANK OF COXSACKIE,20251231,N,1,511817,33006,104699,362675,451857,0,12407,0,467223,44594,44594,6733,2959,12407,11437,2959,0
7025,DELAWARE NB OF DELHI,20251231,N,1,370521,17700,74792,260314,334415,0,152,0,339104,31417,31417,13476,4537,152,17715,4537,0
7031,FIRST NB OF DRYDEN,20251231,N,1,203426,21658,72519,98957,179800,0,0,0,180091,23335,23335,7794,291,0,10292,291,0
7074,ARROW BANK NATIONAL ASSN,20251231,N,1,4421213,214184,565959,3418771,3939998,0,9195,0,3991724,429489,429428,133159,42531,9195,222299,42531,0
7085,FIRST NB OF GROTON,20251231,N,1,202559,3674,89296,105517,173890,0,0,0,175261,27298,27298,2493,1371,0,4072,1371,0
7123,JEFF BANK,20251231,NM,1,661805,72073,189561,357718,558357,0,2653,0,568659,93146,93146,36439,7649,2653,42453,7649,0
7151,LYONS NATIONAL BANK,20251231,N,1,2071682,128778,317267,1530271,1887744,0,0,0,1913785,157897,157841,63078,26041,0,95366,26041,0
7213,CITIBANK NATIONAL ASSN,20251231,N,1,1836436000,335363000,403957000,700763000,1465300000,13296000,70675000,10500000,1659008000,177428000,176530000,101663000,55308000,94471000,396353000,99237000,0
7230,NBT BANK NATIONAL ASSN,20251231,N,1,15879824,483276,2636954,11461222,13632370,148069,43176,0,14031405,1848419,1848419,724338,207790,191245,1298372,207790,0
7274,WSB MUNICIPAL BANK,20251231,NM,1,153058,8841,143230,0,96312,0,0,0,130522,22536,22536,987,34210,0,987,34210,0
7356,CHAMPLAIN NATIONAL BANK,20251231,N,1,485836,7078,119468,327787,422418,0,15200,0,449040,36796,36796,27557,11422,15200,31503,11422,0
7404,FIRST KEYSTONE CMTY BANK,20251231,NM,1,1529069,121249,394226,939013,1142016,36845,206033,0,1397735,131334,131334,49364,12841,242878,74581,12841,0
7468,FIRST COMMONWEALTH BANK,20251231,NM,1,12311455,174476,1532950,9653723,10343364,22966,258276,49480,10801313,1510142,1510142,443038,127227,330722,950306,127227,0
7493,EPHRATA NATIONAL BANK,20251231,N,1,2256965,60459,588428,1501447,1914564,0,130331,0,2058325,198640,198640,69591,13430,130331,106631,13430,0
7506,ACNB BANK,20251231,NM,1,3211593,65338,531131,2335012,2475524,20977,280000,0,2813292,398301,398301,171765,36791,300977,280112,36791,0
7514,PEOPLES SECURITY B&T CO,20251231,NM,1,5261716,269206,584682,4028694,4435803,0,167073,0,4662134,599582,599582,162709,43599,167073,379134,59258,0
7526,HONESDALE NATIONAL BANK,20251231,N,1,1126023,41924,153792,874016,961036,0,0,0,977477,148546,148546,43272,16441,0,56291,16441,0
7542,AMERISERV FINANCIAL BANK,20251231,SM,1,1449813,50738,244697,1019840,1249609,0,47117,0,1308361,141452,141452,96244,11635,47117,134538,11635,0
7551,FULTON BANK NATIONAL ASSN,20251231,N,1,31982120,1029352,4865794,23796531,26848886,39066,890672,0,28407741,3574379,3530379,1120672,477818,929738,2290443,629117,0
7590,NATIONAL BANK OF MALVERN,20251231,N,1,222411,25115,49327,141593,185929,0,0,0,187081,35330,35330,2247,1152,0,6376,1152,0
7593,FIRST CITIZENS CMTY BANK,20251231,SM,1,3059673,37916,444874,2337209,2382712,15496,266803,0,2701672,358001,358001,110442,36661,282299,239674,36661,0
7599,JIM THORPE NEIGHBORHOOD BANK,20251231,SM,1,260462,36808,90385,123745,237296,0,0,0,238345,22117,22117,7315,1049,0,9524,1049,0
7613,PENNIAN BANK,20251231,NM,1,662124,31572,163183,428736,573667,0,34000,0,612978,49146,49146,31378,5311,34000,38633,5311,0
7614,JUNIATA VALLEY BANK,20251231,NM,1,895480,11448,238143,594295,781873,15406,35220,0,839088,56392,56392,31564,6589,50626,51594,6589,0
7631,UNB BANK,20251231,NM,1,169220,3442,65382,88104,157928,0,0,0,158864,10356,10356,5653,936,0,12292,936,0
7646,NEFFS NATIONAL BANK,20251231,N,1,470382,5128,201618,251481,359438,0,36200,0,399030,71352,71352,6284,3392,36200,12155,3392,0
7658,FIRST NB&T CO OF NEWTOWN,20251231,N,1,1142322,20145,549734,501251,956773,34310,40000,0,1037295,105027,105027,57115,6212,74310,71192,6212,0
7659,NEW TRIPOLI BANK,20251231,SM,1,663985,12344,102415,511410,584916,0,24000,0,614589,49396,49396,31017,5673,24000,37816,5673,0
7675,FIRST NORTHERN BANK&TRUST CO,20251231,SM,1,936387,63742,230612,564432,781554,0,0,0,804228,132159,132159,35134,22674,0,77601,22674,0
7714,QNB BANK,20251231,NM,1,1884754,49670,522675,1253145,1644295,14601,66000,0,1739496,145258,145258,42037,14600,80601,59264,14600,0
7759,UNIVEST BANK&TRUST CO,20251231,SM,1,8404657,553712,491289,6841927,7199956,24411,200000,0,7497602,907055,907055,244838,73235,224411,517729,73235,0
7789,TURBOTVILLE NATIONAL BANK,20251231,N,1,222879,6588,34424,170340,184377,735,0,0,186661,36218,36218,6063,1549,735,11527,1549,0
7799,CITIZENS&NORTHERN BANK,20251231,SM,1,3121896,45593,498007,2324908,2584952,1618,147935,0,2770764,351132,351132,141591,36259,149553,253388,36259,0
7848,COMMUNITY BANK,20251231,NM,1,1547248,31692,279895,1152145,1348148,0,20000,0,1384469,162779,162779,45384,16321,20000,83516,16321,0
7886,FIRST UNITED NATIONAL BANK,20251231,N,1,367501,37279,113515,200254,345032,0,0,0,346468,21033,21033,12186,1436,0,16453,1436,0
7888,FIRST NB OF PENNSYLVANIA,20251231,N,1,50018001,2495195,7843559,34819377,39124307,835883,2155000,420000,43226952,6791049,6711049,1628426,483427,3410883,4859870,691762,0
7900,NEXTIER BANK NATIONAL ASSN,20251231,N,1,2928928,191560,387244,2161784,2539721,0,72295,0,2634124,294804,294804,103808,22108,72295,188340,22108,0
7909,MARION CENTER BANK,20251231,NM,1,417378,12545,81649,306850,379995,10227,0,0,391812,25566,25566,11002,1590,10227,16334,1590,0
7946,BNY MELLON NATIONAL ASSN,20251231,N,1,31329000,7416000,94000,18774000,26728000,0,600000,200000,27833000,3496000,3496000,784000,305000,800000,5045000,305000,0
8011,SVG BANK OF MENDOCINO COUNTY,20251231,NM,1,1342665,58768,454386,734972,1029665,0,125000,0,1160280,182385,182385,82049,5615,125000,94539,5615,0
8018,GROVE BANK&TRUST,20251231,SM,1,1365487,203380,295895,808372,1150488,20488,50000,0,1231695,133792,133792,40666,10719,70488,57840,10719,0
8021,CREWS BANK&TRUST,20251231,NM,1,2321472,376615,654991,1250765,2070692,3361,0,0,2081564,239908,239908,13339,7511,3361,39101,7511,0
8028,MOUNT VERNON BANK,20251231,NM,1,188645,18213,39613,121166,173523,0,0,0,175576,13069,13069,4992,2053,0,9653,2053,0
8033,CITIZENS TRUST BANK,20251231,SM,1,795547,66304,276668,375887,682470,0,789,0,693750,101797,101797,33031,10491,789,76688,10491,0
8035,BATH STATE BANK,20251231,NM,1,337321,1489,61064,259156,275196,1449,41000,0,319460,17861,17861,12470,1815,42449,15612,1815,0
8056,MERCHANTS BANK OF INDIANA,20251231,NM,1,19390856,212202,1837403,15444488,13101471,0,3770792,0,17155470,2235386,2235386,928743,283207,3770792,1896763,283207,0
8063,NORTH SALEM STATE BANK,20251231,NM,1,776253,8990,50054,609745,689861,0,15000,0,713452,62801,62801,21318,8591,15000,107464,8591,0
8067,COMMUNITY STATE BANK,20251231,NM,1,150775,1995,9559,127393,126831,0,10000,0,137743,13032,13032,2373,912,10000,11828,912,0
8074,GARRETT STATE BANK,20251231,SM,1,393781,40317,68915,278331,335126,0,17417,0,355174,38607,38607,3699,2631,17417,6218,2631,0
8083,FAIRFAX STATE SAVINGS BANK,20251231,NM,1,277281,5113,102860,156219,234153,0,23000,0,258408,18873,18873,8542,1255,23000,13089,1255,0
8094,NSB BANK,20251231,NM,1,468647,6747,90507,341572,400169,8421,17500,0,430100,38547,38547,12708,4010,25921,29821,4010,0
8101,PRIMEBANK,20251231,SM,1,772931,8438,42504,703421,681950,6200,0,0,692174,80757,80757,9836,4024,6200,18568,4024,0
8108,NEW CENTURY BANK,20251231,SM,1,85100,2012,0,77192,69317,0,4594,0,74319,10781,10781,1023,408,4594,5896,408,0
8110,KENDALL BANK,20251231,NM,1,213389,9056,12526,178297,189601,0,0,0,192123,21266,21266,2494,2522,0,13510,2522,0
8117,PBT BCORP,20251231,SM,1,379360,9594,37607,298385,333001,0,9000,0,355340,24020,24020,17398,13339,9000,33774,13339,0
8118,BANK OF JAMESTOWN,20251231,NM,1,266161,12467,82115,159493,192299,24816,13932,0,231702,34459,34459,3301,655,38748,12086,655,0
8120,MAGNOLIA BANK INC,20251231,NM,1,515459,5323,43402,420927,444781,0,0,0,461678,53781,53781,7209,16897,0,45807,16897,0
8121,SECURITY BANK&TRUST CO,20251231,NM,1,69665,2080,35943,27660,57799,0,0,0,58855,10810,10810,685,1056,0,3982,1056,0
8122,FIRST&PEOPLES BANK&TRUST CO,20251231,NM,1,206098,5019,94930,86331,188850,0,0,0,189395,16703,16703,18414,545,0,19818,545,0
8126,COMMONWEALTH CMTY BANK INC,20251231,NM,1,151958,7921,77572,52091,130661,0,0,0,131125,20833,20833,9703,464,0,14374,464,0
8136,INDEPENDENCE BANK OF KY,20251231,SM,1,3791470,147064,1417497,2090377,3179251,0,285000,0,3488617,302853,302853,47972,24366,285000,136532,24366,0
8140,COLFAX BANKING CO,20251231,NM,1,154813,19919,54162,68175,140925,0,0,0,141309,13504,13504,1901,384,0,12557,384,0
8141,SABINE STATE BANK&TRUST CO,20251231,NM,1,1313421,50339,115761,1097028,1167052,0,5573,0,1178191,135230,135230,22811,5566,5573,50293,5566,0
8144,BANK OF GUEYDAN,20251231,SM,1,69326,1360,41570,23685,53004,0,0,0,53492,15834,15834,1209,488,0,2711,488,0
8149,FIRST AMERICAN BANK&TRUST,20251231,NM,1,1364195,120081,362181,834503,1194779,0,0,0,1204103,160092,160092,19715,9324,0,47430,9324,0
8162,STATE SAVINGS BANK,20251231,NM,1,413185,42821,11271,308234,374166,0,0,0,376433,36752,36752,4623,2267,0,50859,2267,0
8165,HONOR BANK,20251231,NM,1,416761,15205,41453,329741,374413,0,0,0,376659,40102,40102,10772,2246,0,30362,2246,0
8172,LAKE-OSCEOLA STATE BANK,20251231,NM,1,465668,43735,125977,254580,393575,0,19000,0,416872,48796,48796,18673,4297,19000,41376,4297,0
8183,CITIZENS STATE BANK,20251231,SM,1,526613,66806,63303,377607,481393,0,0,0,483589,43024,43024,8045,2196,0,18897,2196,0
8191,FIRST STATE BANK OF RED WING,20251231,NM,1,85750,12567,35287,34881,82375,0,0,0,82522,3228,3228,624,147,0,3015,147,0
8197,PORTAGE BANK,20251231,NM,1,96547,4247,6836,80562,74368,0,13300,0,88682,7865,7865,2392,1014,13300,4902,1014,0
8200,CITIZENS BANK MINNESOTA,20251231,NM,1,596223,11092,149291,405470,509603,10367,19825,0,543726,52497,52497,20406,3931,30192,30370,3931,0
8205,AMERICANA COMMUNITY BANK,20251231,NM,1,174474,4503,29336,134395,154639,0,0,0,155476,18998,18998,4586,837,0,6240,837,0
8207,PRAIRIE SUN BANK,20251231,NM,1,113343,9303,18202,78528,102312,0,0,0,102739,10604,10604,5608,427,0,7310,427,0
8210,FREEPORT STATE BANK,20251231,NM,1,169034,13179,35090,109923,152130,0,0,0,152811,16223,16223,1737,681,0,10842,681,0
8214,FARMERS STATE BANK OF HAMEL,20251231,NM,1,200247,21213,105328,67102,179127,0,7500,0,187362,12885,12885,4923,735,7500,6604,735,0
8218,FIRST STB OF SWANVILLE,20251231,NM,1,22955,3957,2450,16058,18206,0,0,0,18538,4417,4417,183,332,0,490,332,0
8231,COPIAH BANK,20251231,SM,1,329494,14845,120040,175299,281458,4000,4000,0,291878,37616,37616,9914,2420,8000,19310,2420,0
8232,BANK OF HOLLY SPRINGS,20251231,NM,1,552553,42327,49858,428508,459634,0,10000,0,475192,77361,77361,20849,5558,10000,31860,5558,0
8234,RIVERHILLS BANK,20251231,NM,1,431757,18759,181995,217291,376277,0,1322,0,378708,53049,53049,6486,1109,1322,13712,1109,0
8235,PLANTERS BANK&TRUST CO,20251231,NM,1,2064227,99439,567377,1265972,1757489,0,69045,0,1836310,227917,227917,70035,9776,69045,131439,9776,0
8243,BANK OF ANGUILLA,20251231,NM,1,192039,29093,45131,92945,159132,0,0,0,163251,28788,28351,18755,4119,0,24870,4119,0
8250,BANK OF WIGGINS,20251231,NM,1,229895,45413,84306,87142,206550,0,0,0,207995,21900,21900,10171,1445,0,13034,1445,0
8251,ADRIAN BANK,20251231,SM,1,188581,6624,49565,127798,167748,0,0,0,168569,20012,20012,2665,821,0,4594,821,0
8252,OMB BANK,20251231,SM,1,2109531,204197,17475,1818965,1843420,0,61500,0,1922209,187322,187322,49261,17289,61500,68894,17289,0
8255,MONTGOMERY BANK,20251231,SM,1,1199730,68311,20168,1012172,1036107,0,24364,0,1069278,130452,130452,35809,8807,24364,99079,8807,0
8268,FARMERS BANK OF LOHMAN MO,20251231,NM,1,80568,6382,44996,24149,67755,0,0,0,68122,12446,12446,1949,367,0,5041,367,0
8273,UMB BANK NATIONAL ASSN,20251231,N,1,72780016,7869062,19443506,38361960,61057431,3324938,0,0,65252430,7527586,7527586,2863976,870061,3324938,7105488,870061,0
8274,EXCHANGE BANK CO,20251231,SM,1,334707,31124,82410,199474,301254,1229,0,0,303880,30827,30827,9423,1397,1229,21699,1397,0
8276,ALTON BANK,20251231,NM,1,133429,6842,45855,74326,117006,0,6000,0,123292,10137,10137,1354,286,6000,6406,286,0
8282,FIRST MISSOURI STATE BANK,20251231,NM,1,278469,42669,0,216299,245259,0,8000,0,254810,23659,23659,8709,1551,8000,19501,1551,0
8283,LEAD BANK,20251231,NM,1,2610128,946501,285105,1060220,2331035,0,655,0,2384526,225602,225602,264644,52836,655,318302,52836,0
8295,O BANNON BANKING CO,20251231,NM,1,321108,17013,43673,243477,286616,0,4250,0,292723,28385,28385,3665,1857,4250,16945,1857,0
8296,CENTURY BANK OF THE OZARKS,20251231,SM,1,278184,17634,1130,237266,247372,0,0,0,252070,26114,26114,11054,4698,0,22154,4698,0
8317,FIRST STATE BANK OF FORSYTH,20251231,NM,1,170463,27733,60381,78457,148679,6014,0,0,155276,15187,15187,3518,583,6014,3892,583,0
8321,STOCKMENS BANK,20251231,NM,1,566651,20879,10617,501446,487565,1162,7500,0,500664,65987,65987,20968,4437,8662,33709,4437,0
8322,NEBRASKA STATE BANK&TRUST CO,20251231,NM,1,285470,8873,43768,219111,235952,0,15500,0,251930,33540,33540,5166,478,15500,13718,478,0
8333,FIRST TRI COUNTY BANK,20251231,NM,1,74142,1876,14839,49916,66497,0,0,0,66795,7347,7347,1299,298,0,7511,298,0
8383,FIRST STATE BANK OF HARVEY,20251231,NM,1,94771,1182,50506,36040,86105,0,0,0,86906,7865,7865,2605,801,0,7043,801,0
8386,KODABANK,20251231,NM,1,533700,28728,47256,425560,460899,0,15000,0,480509,53191,53191,14956,4610,15000,32156,4610,0
8387,BANKNORTH,20251231,NM,1,697020,24763,26111,598090,551322,165,61989,0,620456,76564,76564,27081,6980,62154,48056,6980,0
8390,LINCOLN STATE BANK,20251231,NM,1,126135,2744,47898,70586,106203,0,9870,0,117030,9105,9105,3681,957,9870,4907,957,0
8397,WATERFORD COMMERCIAL&SVG BK,20251231,NM,1,56113,3875,10869,38663,48336,0,0,0,48605,7508,7508,732,269,0,2706,269,0
8403,OTTOVILLE BANK CO,20251231,SM,1,92286,10525,34897,40382,71370,0,297,0,73308,18978,18978,6122,1641,297,6482,1641,0
8405,FARMERS&MERCHANTS TR CHAMBER,20251231,NM,1,2239135,128720,454586,1559512,1836236,0,200000,0,2054611,184524,184524,56340,18375,200000,96317,18375,0
8426,1ST SUMMIT BANK,20251231,NM,1,1511927,14617,542374,874479,1205443,0,177056,0,1402829,109098,109098,53912,20330,177056,80457,20330,0
8432,ONE BANK OF TENNESSEE,20251231,NM,1,1662136,168184,354507,1064273,1479562,14379,30,0,1517183,144953,144953,27477,23212,14409,75172,23212,0
8439,CENTENNIAL BANK,20251231,NM,1,851821,82803,53020,667887,752337,0,8997,0,767684,84137,84137,31846,6350,8997,48111,6350,0
8468,EXCHANGE BANK,20251231,NM,1,3304145,188055,1208001,1697588,2875470,0,46607,0,2957418,346727,346727,186393,35341,46607,210501,35341,0
8487,CENTRAL STATE BANK,20251231,NM,1,177236,40440,15245,118718,146981,0,0,0,147543,29693,29693,1923,562,0,2833,562,0
8491,SCOTT STATE BANK,20251231,NM,1,202836,7252,65380,119821,177517,0,1000,0,179410,23426,23426,6846,893,1000,10383,893,0
8499,UNION STATE BANK,20251231,NM,1,164600,7909,42891,99227,138848,0,2055,0,141726,22874,22874,2814,823,2055,14573,823,0
8503,FARMERS STATE BANK,20251231,NM,1,75769,3121,29744,40742,65758,0,0,0,66114,9655,9655,1145,356,0,2162,356,0
8506,NEW ALBIN SAVINGS BANK,20251231,NM,1,343927,973,223413,114748,289382,800,1000,0,292195,51732,51732,4254,1013,1800,4793,1013,0
8507,SLOAN STATE BANK,20251231,NM,1,70764,7812,33537,25353,65810,0,0,0,65967,4797,4797,745,157,0,4062,157,0
8510,FARMERS TRUST&SAVINGS BANK,20251231,NM,1,143695,11507,33542,93050,130013,0,0,0,130341,13354,13354,4290,328,0,5596,328,0
8511,CRAWFORD COUNTY T&SB,20251231,NM,1,287314,16346,62461,196899,260914,0,0,0,262287,25027,25027,8689,1373,0,11608,1373,0
8519,WHITE STATE BANK,20251231,NM,1,105289,3504,54797,36908,92591,0,0,0,93284,12005,12005,1834,693,0,10080,693,0
8522,FIRST STATE BANK,20251231,NM,1,130797,12116,46951,60563,107299,2951,0,0,110589,20208,20208,2874,339,2951,11167,339,0
8527,CONCORDIA BANK&TRUST CO,20251231,NM,1,649501,53574,197598,364382,569340,12371,0,0,585028,64473,64473,13466,3317,12371,33947,3317,0
8531,BANK OF COUSHATTA,20251231,NM,1,318093,2670,138605,137155,245196,45760,0,0,291581,26512,26512,5794,625,45760,39663,625,0
8532,BANK OF ERATH,20251231,NM,1,108941,29586,26557,46042,93904,0,0,0,94616,14325,14325,3546,712,0,6756,712,0
8533,TENSAS STATE BANK,20251231,NM,1,185266,13031,51987,109842,160784,0,1000,0,163338,21928,21928,7806,1554,1000,10406,1554,0
8534,ST LANDRY BANK&TRUST CO,20251231,NM,1,298627,41626,175021,76839,274598,0,0,0,275196,23431,23431,2488,598,0,5141,598,0
8535,FIRST COMMUNITY BANK,20251231,NM,1,89953,26488,20175,38844,79081,0,0,0,79400,10553,10553,1387,319,0,4446,319,0
8536,PROGROWTH BANK,20251231,NM,1,411728,11364,307462,83042,333960,0,54000,0,391501,20227,20227,9114,3541,54000,9860,3541,0
8537,BANKCHEROKEE,20251231,NM,1,408209,18145,93952,281150,337820,0,33000,0,374770,33439,33439,11907,3950,33000,14962,3950,0
8541,STATE BANK OF FAIRMONT,20251231,NM,1,141531,16714,19069,103410,127168,0,0,0,127540,13991,13991,1857,372,0,2338,372,0
8544,UNITED COMMUNITY BANK,20251231,NM,1,354056,20814,95843,209055,321999,0,386,0,325210,28846,28846,7330,2825,386,28344,2825,0
8546,SENTRY BANK,20251231,NM,1,374619,18507,64933,271667,324239,0,13000,0,338406,36213,36213,5164,1167,13000,19512,1167,0
8552,GREAT SOUTHERN BANK,20251231,SM,1,331142,16560,153670,144126,303021,0,0,0,304674,26468,26468,7047,1653,0,16786,1653,0
8560,BANK 21,20251231,NM,1,195906,10803,1974,173548,157850,0,15200,0,174500,21406,21406,5747,1450,15200,9581,1450,0
8564,BANK OF GRAIN VALLEY,20251231,NM,1,107717,17662,21552,67327,83191,0,0,0,83353,24364,24364,390,162,0,1176,162,0
8569,GOPPERT FINANCIAL BANK,20251231,NM,1,296371,35152,61044,183045,254364,0,10465,0,265895,30476,30476,5908,1066,10465,17130,1066,0
8572,CITIZENS BANK OF ROGERSVILLE,20251231,NM,1,126262,11679,17333,90325,104612,0,7300,0,112527,13735,13735,1264,615,7300,6925,615,0
8576,MARIES COUNTY BANK,20251231,NM,1,607148,17753,189244,359358,525938,0,0,0,528678,78470,78470,17863,2740,0,40793,2740,0
8584,BANK OF IBERIA,20251231,SM,1,70425,5422,15964,41677,63205,0,0,0,64171,6254,6254,2539,966,0,7362,966,0
8594,MONTROSE SAVINGS BANK,20251231,NM,1,57377,4096,19531,32896,48002,145,0,0,48365,9012,9012,781,218,145,854,218,0
8595,I3 BANK,20251231,SM,1,218075,5024,29772,169533,172283,0,26563,0,200000,18075,18075,10221,1154,26563,13746,1154,0
8604,FIRST STATE BANK,20251231,NM,1,43682,9026,4849,28628,36792,0,1036,0,38001,5681,5681,1117,173,1036,1179,173,0
8632,CITIZENS STB AT MOHALL,20251231,NM,1,79455,884,18654,58369,65596,4420,0,0,70404,9051,9051,1324,388,4420,1548,388,0
8637,DAKOTA WESTERN BANK,20251231,SM,1,420831,36965,96662,271623,368907,0,7000,0,381067,39764,39764,14116,5160,7000,15581,5160,0
8640,FARMERS&MERCHANTS BANK OF ND,20251231,NM,1,118925,9066,35086,53625,105904,0,0,0,106228,12697,12697,3056,324,0,21148,324,0
8647,FARMERS STATE BANK,20251231,NM,1,190680,9225,37940,122113,172506,0,5006,0,177780,12900,12900,6195,268,5006,21402,268,0
8660,COMMERCIAL BANK&TRUST CO,20251231,NM,1,1089051,87517,326577,613204,985322,0,0,0,994912,94139,94139,39812,9590,0,61753,9590,0
8661,FARMERS BANK,20251231,SM,1,81421,10086,2664,66253,72475,0,0,0,73186,8235,8235,892,711,0,2418,711,0
8663,FIRSTBANK,20251231,SM,1,16265349,942504,1459734,12398719,13932191,99865,29229,0,14289960,1975389,1975296,482970,228675,129094,1464392,228675,0
8668,FARMERS&MERCHANTS BANK,20251231,SM,1,1372297,20882,345339,881626,1250729,0,0,0,1264315,107982,107982,50550,13586,0,124450,13586,0
8672,BLUE GRASS VALLEY BANK,20251231,NM,1,62873,13441,13651,34778,56669,0,0,0,56941,5932,5932,512,272,0,1003,272,0
8681,LAMONT BANK OF ST JOHN,20251231,NM,1,58958,1691,12299,34242,55962,0,100,0,56317,2641,2641,1179,255,100,10726,255,0
8693,BLUFF VIEW BANK,20251231,NM,1,151509,5342,42536,96295,118727,3195,6500,0,129199,22310,22310,4188,777,9695,7336,777,0
8695,BANK OF LAKE MILLS,20251231,NM,1,489021,8474,36369,416816,407499,0,24000,0,434892,54129,54129,20921,3393,24000,27362,3393,0
8698,PORT WASHINGTON STATE BANK,20251231,NM,1,1034482,104816,234998,630872,953737,0,0,0,964446,70036,70036,33289,10709,0,63796,10709,0
8700,WALDO STATE BANK,20251231,NM,1,153376,2699,19004,116393,132047,0,5500,0,138693,14683,14683,6830,1146,5500,15280,1146,0
8714,UNITY BANK,20251231,NM,1,611752,63281,65662,456465,537966,0,17856,0,559397,52355,52355,14476,3575,17856,26344,3575,0
8725,COWBOY STATE BANK,20251231,SM,1,52034,8860,4864,33512,45783,0,0,0,45832,6202,6202,781,49,0,4798,49,0
8728,ARVEST BANK,20251231,SM,1,27788097,1171484,4911044,19552319,24329038,502020,234725,0,25491133,2296964,2296768,715118,357768,736745,2153250,425350,0
8730,GATEWAY BANK,20251231,SM,1,173218,1617,357,155807,154961,0,0,0,155881,17337,17337,2264,920,0,15437,920,0
8735,MERCHANTS&FARMERS BANK,20251231,SM,1,270755,6491,19493,218213,231189,0,10110,0,243006,27749,27749,14173,1707,10110,26558,1707,0
8738,CITIZENS BANK&TRUST CO,20251231,SM,1,551687,66463,151447,307719,488755,0,0,0,490978,60709,60709,20272,2223,0,26058,2223,0
8745,FIRST STB OF MIDDLEBURY,20251231,NM,1,813084,10138,127938,632304,653964,9545,45965,0,719350,93734,93734,31602,9876,55510,42704,9876,0
8751,IOWA STATE SAVINGS BANK,20251231,NM,1,282655,23190,85569,163642,250445,3128,0,0,255481,27174,27174,4546,1908,3128,10254,1908,0
8752,FIRST TRUST&SAVINGS BANK,20251231,NM,1,300105,4679,22317,261300,252914,1600,11785,0,269349,30756,30756,7860,3050,13385,11809,3050,0
8760,FARMERS STATE BANK,20251231,NM,1,151040,8717,26411,110608,131438,0,0,0,132330,18710,18710,4181,892,0,5304,892,0
8761,KERNDT BROTHERS SAVINGS BANK,20251231,NM,1,335274,12809,73710,224941,273436,0,24217,0,299494,35780,35780,14478,1841,24217,23814,1841,0
8762,SACRAMENTO DEPOSIT BANK,20251231,NM,1,146971,3911,41425,92120,134863,0,0,0,136130,10841,10841,4937,1267,0,9515,1267,0
8772,SPRINGFIELD STATE BANK,20251231,SM,1,476666,10083,116726,327941,376449,13255,23954,0,421158,55508,55508,18763,7500,37209,21916,7500,0
8774,CECILIAN BANK,20251231,NM,1,1561197,82147,349404,1046155,1284890,51472,52183,0,1397955,163242,163242,45037,9410,103655,83491,9410,0
8775,BANK OF COLUMBIA,20251231,NM,1,230045,14053,25459,185183,202916,0,6500,0,210486,19559,19559,3349,1070,6500,5350,1070,0
8785,PEOPLES EXCHANGE BANK,20251231,NM,1,614539,36531,48814,492221,530819,4600,16000,0,558061,56478,56478,15933,6642,20600,36973,6642,0
8798,COTTONPORT BANK,20251231,NM,1,564315,41217,142296,359512,488608,0,0,0,490018,74297,74297,6145,1410,0,21290,1410,0
8799,JACKSON PARISH BANK,20251231,NM,1,78349,14144,30670,31851,65924,0,0,0,66098,12251,12251,726,174,0,1684,174,0
8811,HEBRON SAVINGS BANK,20251231,NM,1,813727,72850,80497,618227,700380,0,6395,0,711424,102303,102303,27774,4649,6395,42153,4649,0
8816,QUEENSTOWN BANK OF MARYLAND,20251231,NM,1,714601,104716,125332,450541,635779,0,0,0,640995,73606,73606,26833,5216,0,34012,5216,0
8821,UNITED FARMERS STATE BANK,20251231,NM,1,235329,4487,11981,209993,180896,1362,30145,0,213136,22193,22193,8135,733,31507,8868,733,0
8822,ADRIAN STATE BANK,20251231,NM,1,63686,8731,4583,41345,57246,0,0,0,57462,6224,6224,1110,216,0,9027,216,0
8824,EAGLE BANK,20251231,NM,1,223617,14291,64942,138185,185636,5800,0,0,192510,31107,31107,4633,1074,5800,6199,1074,0
8833,CURRIE STATE BANK,20251231,NM,1,101806,1514,36,94762,89341,0,443,0,90717,11089,11089,4028,933,443,5494,933,0
8840,PEOPLES STATE BANK OF WELLS,20251231,NM,1,62129,11335,7731,40712,55228,0,0,0,55354,6775,6775,750,126,0,2351,126,0
8842,GRAND MARAIS STATE BANK,20251231,SM,1,122930,2593,36218,82171,112791,0,0,0,113211,9719,9719,934,420,0,1948,420,0
8843,AMERICAN HERITAGE NB,20251231,N,1,586606,82702,43461,434191,509356,0,0,0,513792,72814,72814,14836,4436,0,26252,4436,0
8845,FARMERS&MERCHANTS STB APPLET,20251231,NM,1,60411,2011,3648,50597,51064,0,1000,0,52206,8205,8205,3874,142,1000,4155,142,0
8848,CENBANK,20251231,NM,1,87184,4247,33785,46800,80576,0,0,0,80968,6216,6216,961,392,0,2352,392,0
