CERT,NAME,REPDTE,BKCLASS,INSDIF,ASSET,CHBAL,SC,LNLSNET,DEP,FREPP,OTHBRF,SUBND,LIAB,EQTOT,EQ,OA,ALLOTHL,BORROWED_FUNDS_CALC,OTHER_ASSETS_CALC,OTHER_LIABILITIES_CALC,BALANCE_DIFFERENCE_CALC
33947,TD BANK USA NATIONAL ASSN,20251231,N,1,34631887,4922659,18119486,8795785,28737467,0,1116748,0,30768380,3863507,3863507,1558370,914165,1116748,2793957,914165,0
33959,NATBANK NATIONAL ASSN,20251231,N,1,278951,58304,4572,211017,190323,0,0,0,193584,85367,85367,2747,3261,0,5058,3261,0
34010,EVERTRUST BANK,20251231,NM,1,1107990,107859,77081,832142,834170,0,0,0,851742,256248,256248,27526,17572,0,90908,17572,0
34011,VILLAGE B&T NA,20251231,N,1,3499023,53501,610894,2646503,2869437,0,250932,0,3152957,346066,346066,134107,27903,250932,188125,32588,0
34014,TEXAS NATIONAL BANK,20251231,N,1,139733,12549,82579,36022,128685,0,0,0,129471,10262,10262,6103,786,0,8583,786,0
34020,COMMUNITY BANK,20251231,SM,1,188107,33681,9567,131194,161070,0,5500,0,167000,21107,21107,7603,430,5500,13665,430,0
34023,TNBANK,20251231,NM,1,301517,16418,45090,222535,258825,2738,9000,0,274871,26646,26646,12371,4308,11738,17474,4308,0
34038,TIME BANK,20251231,NM,1,693280,100922,76800,479401,587183,2513,5000,0,599909,93371,93371,15721,5213,7513,36157,5213,0
34040,FIRST AMERICAN STATE BANK,20251231,SM,1,288224,6626,72076,202511,205718,500,54900,0,262681,25543,25543,6209,1563,55400,7011,1563,0
34047,FIRST COMMUNITY BANK,20251231,NM,1,2057446,161100,489225,1307950,1755534,107189,0,0,1881720,175726,175726,52549,18997,107189,99171,18997,0
34052,BAY BANK,20251231,NM,1,309682,40201,133352,124146,266436,7173,2372,0,278947,30735,30735,9067,2966,9545,11983,2966,0
34058,LUSITANIA SAVINGS BANK,20251231,SI,1,403682,30692,127615,223003,340125,0,0,0,344479,59203,59203,18128,4354,0,22372,4354,0
34068,THOMASVILLE NATIONAL BANK,20251231,N,1,2086882,232598,55591,1727327,1797491,0,77421,0,1885662,201220,201220,40964,10750,77421,71366,10750,0
34069,WILMINGTON TRUST NA,20251231,N,1,772799,649326,1109,26573,5130,0,0,0,103389,669410,669410,70506,98259,0,95791,98259,0
34073,LIBERTYVILLE B&T CO NA,20251231,N,1,3135699,97138,470856,2379025,2652886,0,175000,0,2851002,284697,284697,153670,18463,175000,188680,23116,0
34074,CAPITOL BANK,20251231,NM,1,633691,47173,87641,471978,542795,0,17300,0,566164,67527,67527,20850,6069,17300,26899,6069,0
34108,PAN AMERICAN BANK&TRUST,20251231,NM,1,541959,17658,34081,441513,491971,0,0,0,496643,45316,45316,12045,4672,0,48707,4672,0
34120,BANK OF ANN ARBOR,20251231,NM,1,3340777,153750,245701,2692699,2741282,35396,60000,0,2865109,475668,475668,136258,28431,95396,248627,28431,0
34146,PEOPLES BANK OF SENECA,20251231,NM,1,482991,22145,22356,408001,410757,0,20500,0,436482,46509,46509,14026,5225,20500,30489,5225,0
34148,BANK OF STAR VALLEY,20251231,SM,1,401462,13293,143260,227150,350893,6482,0,0,359542,41920,41920,11482,2167,6482,17759,2167,0
34150,FIRST UNITED BANK&TRUST CO,20251231,NM,1,593979,7498,136640,400380,544750,818,10000,0,559880,34099,34099,16372,4312,10818,49461,4312,0
34160,COMMUNITY BANKING CO,20251231,NM,1,301984,43478,40694,158929,267388,0,0,0,268669,33315,33315,8347,1281,0,58883,1281,0
34162,WEST POINTE BANK,20251231,NM,1,368821,2014,29307,313425,261120,0,34836,0,301195,67626,67626,19177,5239,34836,24075,5239,0
34171,EAGLE ROCK BANK,20251231,NM,1,272233,16162,30549,208965,220613,0,21072,0,243005,29228,29228,6401,1320,21072,16557,1320,0
34193,APPLIED BANK,20251231,NM,1,262658,206595,0,54934,220777,0,103,0,221476,41182,41182,977,596,103,1129,596,0
34207,GREAT PLAINS NATIONAL BANK,20251231,N,1,1850039,81220,102255,1562272,1635238,0,0,0,1658732,191307,191307,51485,23494,0,104292,23494,0
34211,PLATTE VALLEY BANK,20251231,SM,1,1171499,39736,147694,917148,974606,15500,55500,0,1057475,114024,114024,30540,11869,71000,66921,11869,0
34221,MORGAN STANLEY PRIVATE BK NA,20251231,N,1,254706000,29712000,42554000,174033000,222599000,0,12750000,0,236985000,17721000,17721000,2393000,1636000,12750000,8407000,1636000,0
34229,CITIZENS BANK OF GEORGIA,20251231,NM,1,616991,45007,244902,315154,554045,0,0,0,555488,61503,61503,5625,1443,0,11928,1443,0
34233,MARINE BANK&TRUST CO,20251231,NM,1,657265,20982,138515,468775,580762,50,22000,0,605499,51766,51766,19730,2687,22050,28993,2687,0
34240,WOLF RIVER COMMUNITY BANK,20251231,NM,1,386221,8167,40496,291683,317155,0,23675,0,343096,43125,43125,12943,2266,23675,45875,2266,0
34252,PACIFIC COAST BANKERS BANK,20251231,SM,1,1138599,394730,101939,481915,516742,100000,40000,0,998058,140541,140541,157579,341316,140000,160015,341316,0
34254,PLANTERS BANK INC,20251231,NM,1,1948950,172458,274957,1437548,1703611,0,10114,0,1723996,224954,224954,41821,10271,10114,63987,10271,0
34259,CROWN BANK,20251231,NM,1,628954,58004,20798,507971,442629,0,12480,0,465770,163184,163184,21873,10661,12480,42181,10661,0
34294,CFG BANK,20251231,NM,1,5739598,472628,1095856,3869507,4993853,0,1000,0,5099761,639837,639837,137543,104908,1000,301607,104908,0
34313,EAGLEMARK SAVINGS BANK,20251231,NM,1,743751,20183,45000,669346,539519,0,0,0,585576,158175,158175,9222,46057,0,9222,46057,0
34319,SOUTHWESTERN NATIONAL BANK,20251231,N,1,1377158,171239,51055,1116244,1215447,0,0,0,1224038,153120,153120,31361,8591,0,38620,8591,0
34331,DSRM NATIONAL BANK,20251231,N,1,4457,956,3233,0,500,0,0,0,779,3678,3678,268,279,0,268,279,0
34334,AMERICAN METRO BANK,20251231,NM,1,120324,20614,0,96364,92046,0,11707,0,104590,15734,15734,2831,837,11707,3346,837,0
34352,CITY FIRST BANK NA,20251231,N,1,1344459,9408,256835,1016540,987767,80774,72000,0,1157101,187358,187152,50385,16560,152774,61676,16560,0
34363,CORE BANK,20251231,NM,1,1084909,17708,122824,884951,902538,0,72176,0,986118,98791,98791,32092,11404,72176,59426,11404,0
34383,TEXAS CAPITAL BANK,20251231,SM,1,31263826,1884891,4707725,23774006,26740905,30000,303201,134509,27708224,3555602,3555602,616702,488732,467710,897204,499609,0
34384,PREMIER BANK,20251231,NM,1,764131,21486,53506,661934,628893,0,54000,0,687039,77092,77092,16161,4146,54000,27205,4146,0
34386,SPRING VALLEY BANK,20251231,NM,1,117990,10203,0,106533,72301,0,5600,0,78295,39695,39695,1118,394,5600,1254,394,0
34393,1ST EQUITY BANK,20251231,NM,1,125503,23302,95,93786,83257,0,21180,0,104776,20727,20727,6231,339,21180,8320,339,0
34394,SECURITY NB OF SOUTH DAKOTA,20251231,N,1,238205,3440,49429,158598,184181,8584,12100,0,206359,31846,31846,7917,1494,20684,26738,1494,0
34395,BARRINGTON B&T CO NA,20251231,N,1,4769383,75213,514126,3764691,3666507,5000,488451,0,4249653,519730,519730,130559,85632,493451,415353,89695,0
34401,FORTIS BANK,20251231,NM,1,1364455,45910,189842,1069623,1082296,0,159308,0,1252158,112297,112297,52473,10554,159308,59080,10554,0
34403,COASTAL COMMUNITY BANK,20251231,SM,1,4737899,736650,48247,3651217,4186671,0,0,0,4244773,493126,493126,276034,58102,0,301785,58102,0
34404,WEBBANK,20251231,NM,1,2940956,386541,216212,2126315,2390034,0,4562,0,2497455,443501,442934,199339,102859,4562,211888,102859,0
34407,NORTHSTAR BANK,20251231,NM,1,205021,18098,33711,136583,170851,0,0,0,171896,33125,33125,2908,1045,0,16629,1045,0
34409,THE BANK,20251231,NM,1,428656,26212,60236,323747,362980,1596,1000,0,372171,56485,56485,8407,6595,2596,18461,6595,0
34415,FIRST COMMAND BANK,20251231,SB,1,1076009,161150,398269,494696,971365,0,0,0,982307,93702,93702,12479,10942,0,21894,10942,0
34422,AMERICAN BANK,20251231,SM,1,1077045,44406,135416,839533,896776,0,55625,0,967032,110013,110013,40256,10880,55625,57690,14631,0
34441,STATE BANK,20251231,NM,1,105029,1045,10616,88072,94106,0,0,0,94779,10250,10250,2744,673,0,5296,673,0
34444,CUSTOMERS BANK,20251231,SM,1,24881148,4406535,2645308,16626861,21001171,0,1325068,109659,22725721,2155427,2155427,1093207,273470,1434727,1202444,289823,0
34455,FIRST NATIONAL BANK,20251231,N,1,93872,2404,43041,40485,88199,0,0,0,88409,5463,5463,2003,210,0,7942,210,0
34456,KEYSTONE BANK SSB,20251231,SI,1,1018424,102135,75783,807043,864854,0,40000,0,914675,103749,103749,12710,9821,40000,33463,9821,0
34457,BANK OF JACKSON,20251231,SM,1,224068,58070,89366,51175,198451,4414,0,0,204341,19727,19727,3924,1476,4414,25457,1476,0
34460,MILLENNIAL BANK,20251231,NM,1,194774,9440,17719,151937,169941,0,8000,0,179577,15197,15197,6952,1636,8000,15678,1636,0
34478,CEDAR HILL NATIONAL BANK,20251231,N,1,15607,3138,10998,0,2000,0,0,0,4453,11154,11154,1467,2453,0,1471,2453,0
34488,HIAWATHA BANK&TRUST CO,20251231,NM,1,148236,2258,37256,102777,122377,0,8300,0,132111,16125,16125,3334,1434,8300,5945,1434,0
34489,EDISON NATIONAL BANK,20251231,N,1,426939,170952,89597,150777,376027,11428,0,0,391529,35410,35410,10231,4074,11428,15613,4074,0
34496,FIRST COMMERCIAL BANK USA,20251231,NM,1,835864,65607,43844,704748,637858,0,0,0,644811,191053,191053,12363,6953,0,21665,6953,0
34507,PRINCIPAL BANK,20251231,SB,1,9333205,382942,5932564,2847620,8790488,0,0,0,8842140,491065,491065,170079,51652,0,170079,51652,0
34517,PEOPLES BANK OF EAST TN,20251231,NM,1,436990,24480,100021,289470,391270,0,0,0,394388,42602,42602,14167,3118,0,23019,3118,0
34519,MERRICK BANK,20251231,NM,1,9251625,590512,287634,7548753,7235566,0,94,0,7373597,1878028,1878028,688728,137937,94,824726,137937,0
34526,PRAIRIE COMMUNITY BANK,20251231,NM,1,188462,21956,29401,124866,171963,0,0,0,173283,15179,15179,1960,1320,0,12239,1320,0
34533,FIRST COMMUNITY BANK,20251231,NM,1,3422679,146052,321048,2757828,2772980,23719,344013,0,3156627,266052,266052,65876,15915,367732,197751,15915,0
34535,TCM BANK NATIONAL ASSN,20251231,N,1,395143,49070,17172,304652,302634,0,0,0,318526,76617,76617,19247,15892,0,24249,15892,0
34548,NEIGHBORHOOD NATIONAL BANK,20251231,N,1,226050,8848,12705,160840,183349,0,13500,0,198682,27368,27368,8231,1833,13500,43657,1833,0
34562,ENCORE BANK,20251231,SM,1,3625025,307463,445441,2694905,3268062,0,22500,0,3325245,299780,299780,149195,34683,22500,177216,34683,0
34566,ALLIANCE BANK,20251231,NM,1,398534,21764,40515,297855,338887,0,5000,0,348395,50139,50139,21248,4508,5000,38400,4508,0
34585,PACIFIC CREST BANK,20251231,SI,1,328045,65587,30163,227679,247575,0,46000,0,295434,32611,32611,4224,1859,46000,4616,1859,0
34589,ATLANTIC UNION BANK,20251231,SM,1,37497884,939758,5075489,27519545,30494591,75432,660895,0,31781802,5716082,5716082,1311679,387630,736327,3963092,550884,0
34598,MERCANTILE BANK,20251231,NM,1,6241994,426072,903864,4579538,4895988,232291,326221,0,5516199,725795,725795,230127,61699,558512,332520,61699,0
34599,PITNEY BOWES BANK INC,20251231,NM,1,805554,113241,176756,470812,675222,0,21199,0,727335,78219,78219,44144,30914,21199,44745,30914,0
34603,MVB BANK INC,20251231,NM,1,3266143,244125,416666,2321336,2849442,3339,0,0,2915050,351093,351093,222410,62269,3339,284016,62269,0
34606,AMERICAN BANK OF OKLAHOMA,20251231,NM,1,395292,19648,18152,235038,329494,0,12108,0,346142,49150,49150,11691,4540,12108,122454,4540,0
34607,FIRST INTERNET BANK OF IN,20251231,NM,1,5549405,457077,1031983,3799650,4854321,0,249500,0,5123058,426347,426347,163768,19237,249500,260695,19237,0
34610,COMMUNITY FIRST BANKING CO,20251231,NM,1,303229,21999,38834,225744,257835,0,15000,0,274872,28357,28357,10437,2037,15000,16652,2037,0
34618,MACATAWA BANK NATIONAL ASSN,20251231,N,1,3664026,202474,179422,2685599,3059742,0,0,0,3101030,562996,562996,316771,38441,0,596531,41288,0
34619,ITS BANK,20251231,NM,1,30565,2034,27983,0,500,0,0,0,629,29936,29936,548,129,0,548,129,0
34643,SUNSTATE BANK,20251231,NM,1,568962,68824,70324,330255,483382,0,10000,0,497933,71029,71029,10569,4551,10000,99559,4551,0
34644,KEY COMMUNITY BANK,20251231,NM,1,120996,20334,3026,95396,109948,0,0,0,110461,10535,10535,536,513,0,2240,513,0
34656,AMERICAN FIRST NATIONAL BANK,20251231,N,1,2884603,349246,100215,2376451,2459125,0,0,0,2503633,380970,380970,27820,44508,0,58691,44508,0
34666,COMMUNITY BANK,20251231,NM,1,173769,8633,64011,91548,152705,0,0,0,154243,19526,19526,5932,1538,0,9577,1538,0
34681,CRYSTAL LAKE B&T CO NA,20251231,N,1,2076351,54925,309924,1591056,1731879,0,125100,0,1880174,196177,196177,101635,17820,125100,120446,23195,0
34685,PEOPLES BANK OF COMMERCE,20251231,NM,1,788704,37707,114078,576156,661982,0,0,0,675999,112705,112705,27131,14017,0,60763,14017,0
34686,CHARTER BANK,20251231,NM,1,222667,4629,53092,156934,199681,0,0,0,200418,22249,22249,1363,737,0,8012,737,0
34697,WEX BANK,20251231,NM,1,8449841,765039,4414184,2959390,6276206,0,1170233,0,7683274,766567,766567,295449,236835,1170233,311228,236835,0
34699,METROPOLITAN COMMERCIAL BANK,20251231,SM,1,8254538,393587,941168,6713152,7432272,0,10975,0,7527815,726723,726723,114169,84568,10975,206631,84568,0
34710,NATIONWIDE TRUST CO FSB,20251231,SB,1,166878,30434,111474,0,500,0,80000,0,102785,64093,64093,24970,22285,80000,24970,22285,0
34711,FARMERS BLDG&SVG BANK,20251231,SI,1,120160,26664,27170,57866,94070,0,0,0,95412,24748,24748,8113,1342,0,8460,1342,0
34717,TOWN BANK NATIONAL ASSN,20251231,N,1,4511450,131570,760832,3299192,3714842,0,276309,0,4045958,465492,465492,189922,44781,276309,319856,54807,0
34719,FARMERS&MERCHANTS BK COLBY,20251231,NM,1,639861,6515,97229,455115,503981,6556,56951,0,570937,68924,68924,33274,3449,63507,81002,3449,0
34728,INDEPENDENT BANK,20251231,NM,1,1755074,72096,6205,1295922,1472780,0,77000,0,1562298,192776,192776,358128,12518,77000,380851,12518,0
34742,EAGLEBANK,20251231,SM,1,10445598,682727,1788082,7211505,9142300,0,0,0,9296106,1149492,1149492,695979,130791,0,763284,153806,0
34748,CLEARPOINT FEDERAL B&T,20251231,SB,1,134656,4040,124803,0,112816,0,0,0,114515,20141,20141,4613,1699,0,5813,1699,0
34752,FIRST CMTY BANK OF HILLSBORO,20251231,NM,1,137231,5777,40675,86060,103749,0,19250,0,123361,13870,13870,4198,362,19250,4719,362,0
34755,VIRGINIA NATIONAL BANK,20251231,N,1,1647875,70613,247990,1229307,1432797,0,20000,0,1463054,184821,184821,71530,10257,20000,99965,10257,0
34759,ASIAN BANK,20251231,SM,1,660393,66865,81957,493416,479891,0,39728,0,537132,123261,123261,13942,17513,39728,18155,17513,0
34760,PORTAGE COMMUNITY BANK,20251231,SM,1,533410,8493,104670,394168,467846,28,4899,0,480319,53091,53091,19187,7546,4927,26079,7546,0
34775,EVERBANK NATIONAL ASSN,20251231,N,1,46033756,1043315,8247187,35617829,36963768,0,4235000,0,41932798,4100958,4100958,836414,734030,4235000,1125425,734030,0
34778,FIRST TRUST BANK OF ILLINOIS,20251231,NM,1,384410,24690,186287,148726,304630,43603,0,0,349693,34717,34717,11772,1460,43603,24707,1460,0
34781,TRANSPORTATION ALLIANCE BK D,20251231,NM,1,1601203,158053,139825,1207232,1393660,0,13382,0,1427588,173615,173615,72958,20546,13382,96093,20546,0
34784,COMMERCIAL CAPITAL BANK,20251231,NM,1,556376,83300,35272,414284,432915,0,60000,0,495358,61018,61018,9528,2443,60000,23520,2443,0
34786,ENTERPRISE BANK,20251231,NM,1,491714,114690,0,336862,389648,0,58172,0,451055,40659,40659,9388,3235,58172,40162,3235,0
34788,AMERICAN BUSINESS BANK,20251231,NM,1,4406593,245529,1019163,3012378,3954053,0,0,0,3995468,411125,411125,112569,41415,0,129523,41415,0
34799,THRIVENT TRUST CO,20251231,SB,1,16358,120,15363,0,2000,0,0,0,4348,12010,12010,875,2348,0,875,2348,0
34803,RESOURCE BANK,20251231,NM,1,942613,9869,98011,793259,803685,0,18000,0,827571,115042,115042,8592,5886,18000,41474,5886,0
34805,MISSION BANK,20251231,SM,1,1884030,135515,243219,1438713,1657937,0,0,0,1672583,211447,211447,58792,14646,0,66583,14646,0
34811,NEBRASKALAND BANK,20251231,SM,1,986380,55674,160810,702671,751794,39847,105000,0,898756,87624,87624,28652,2115,144847,67225,2115,0
34836,NORTH AMERICAN BANKING CO,20251231,SM,1,1460893,122192,470503,754201,1113216,0,50000,0,1363379,97514,97514,48338,200163,50000,113997,200163,0
34847,SOUTHERN BANK OF TENNESSEE,20251231,SM,1,477612,33878,52842,369174,416660,0,10000,0,431318,46294,46294,5414,4658,10000,21718,4658,0
34849,PREMIER BANK,20251231,SM,1,364702,40796,59683,252764,309712,14326,6313,0,335148,29554,29554,6457,4797,20639,11459,4797,0
34857,COMMUNITY BANK OF OELWEIN,20251231,NM,1,103468,3877,22847,65794,83168,0,6500,0,90394,13074,13074,3100,726,6500,10950,726,0
34860,NEW REPUBLIC BANK,20251231,NM,1,235442,1905,22591,189137,198119,0,0,0,200257,35185,35185,3581,2138,0,21809,2138,0
34876,CONNECTICUT CMTY BANK NA,20251231,N,1,523386,191537,21684,293865,445206,0,409,0,451897,71489,71489,9547,6282,409,16300,6282,0
34885,SUSSER BANK,20251231,SM,1,2882520,650659,100016,2037388,2565359,0,0,0,2590584,291936,291936,44918,25225,0,94457,25225,0
34888,PARKE BANK,20251231,NM,1,2249033,156863,13524,2000578,1762565,0,130000,0,1913248,335785,335785,69700,20683,130000,78068,20683,0
34890,NEW PEOPLES BANK INC,20251231,SM,1,910158,76958,96433,701480,799452,0,7000,0,816028,94130,94130,18546,9576,7000,35287,9576,0
34900,PREFERRED BANK,20251231,NM,1,73319,7818,12693,47046,67559,0,0,0,67711,5608,5608,2308,152,0,5762,152,0
34908,COGENT BANK,20251231,NM,1,2435900,78532,433553,1886696,2176403,0,20000,0,2218085,217815,217815,21856,21682,20000,37119,21682,0
34918,FIRST NB OF HEREFORD,20251231,N,1,375313,37946,21699,295094,333451,0,0,0,336667,38646,38646,11828,3216,0,20574,3216,0
34936,LEGENDS BANK,20251231,NM,1,899140,12721,185593,651436,795274,0,5367,0,811066,88074,88074,36597,10425,5367,49390,10425,0
34938,COMMERCE BANK,20251231,SM,1,158618,3680,33650,109752,137706,625,2975,0,142525,16093,16093,5899,1219,3600,11536,1219,0
34953,NORTHPOINTE BANK,20251231,NM,1,7022546,496459,6085,6320305,4888513,0,1423561,0,6360215,662331,662331,151295,48141,1423561,199697,48141,0
34955,AMERICAN B&T CO NA,20251231,N,1,467874,14853,104359,317509,417742,0,10000,0,430253,37621,37621,18799,2511,10000,31153,2511,0
34966,FIRST CAPITAL BANK,20251231,SM,1,1139207,45314,63960,978642,941662,0,78000,0,1033081,106126,106126,39675,13419,78000,51291,13419,0
34967,POPULAR BANK,20251231,SM,1,15061146,1134220,1479280,11583124,12033706,19919,786456,0,12969513,2091633,2091633,419236,129432,806375,864522,129432,0
34968,BANCO POPULAR DE PUERTO RICO,20251231,SM,1,59766000,3949000,26438000,26810000,54800000,19000,65000,0,55988000,3778000,3778000,1277000,1104000,84000,2569000,1104000,0
34969,FIRST CENTRAL SAVINGS BANK,20251231,SI,1,970149,55936,31962,839865,836686,0,25000,0,875194,94955,94955,28146,13508,25000,42386,13508,0
34973,PEOPLES SAVINGS BANK,20251231,NM,1,575849,11545,197845,327936,514667,0,18000,0,535621,40228,40228,25607,2954,18000,38523,2954,0
34978,SYNERGY BANK,20251231,NM,1,1236971,58127,277656,811972,1056876,250,0,0,1070595,166376,166376,30959,13469,250,89216,13469,0
34980,RED RIVER BANK,20251231,NM,1,3349731,212855,772960,2228418,2971679,0,0,0,2993638,356093,356093,65261,21959,0,135498,21959,0
34995,FIRST CENTRAL BANK MCCOOK,20251231,NM,1,127251,6127,14664,86976,108820,0,4175,0,113724,13527,13527,2585,729,4175,19484,729,0
34997,BAYFIRST NATIONAL BANK,20251231,N,1,1295707,206982,31857,939426,1184707,0,0,0,1205701,90006,90006,58772,20994,0,117442,20994,0
35014,NBKC BANK,20251231,NM,1,1256004,144541,122062,880104,1026020,0,5000,0,1054560,201444,201444,57259,23540,5000,109297,23540,0
35019,CURRENCY BANK,20251231,NM,1,241572,38538,24178,161400,203475,0,0,0,204068,37504,37504,3504,593,0,17456,593,0
35020,COMMUNITY FIRST BANK,20251231,NM,1,742332,64729,117566,530573,671728,0,0,0,673957,68375,68375,18048,2229,0,29464,2229,0
35029,AB&T,20251231,NM,1,279792,15072,32303,184517,247230,0,424,0,248696,31096,31096,2195,1042,424,47900,1042,0
35031,FREEDOM FINANCIAL BANK,20251231,SM,1,273808,21842,13299,230437,202014,0,45045,0,248961,24847,24847,3939,1902,45045,8230,1902,0
35033,AMERICAN COMMUNITY BANK,20251231,NM,1,321435,42375,22502,235046,262109,0,5829,0,282186,39249,39249,9465,14248,5829,21512,14248,0
35056,MADISON CNTY CMTY BANK,20251231,NM,1,202295,12088,69613,105145,187981,0,0,0,189283,13012,13012,7318,1302,0,15449,1302,0
35060,SETTLERS BANK,20251231,SM,1,136917,10487,25317,87813,113667,0,0,0,114302,22615,22615,4281,635,0,13300,635,0
35075,PHILADELPHIA TRUST CO,20251231,NM,1,27738,8800,9267,5464,6802,0,0,0,8657,19081,19081,3331,1855,0,4207,1855,0
35084,PETIT JEAN STATE BANK,20251231,SM,1,250287,43021,61660,134897,201453,3732,0,0,207190,43097,43097,9162,2005,3732,10709,2005,0
35094,COMMUNITY BANK OF MEMPHIS,20251231,NM,1,63386,15808,16034,25002,54653,0,0,0,54930,8456,8456,785,277,0,6542,277,0
35095,TOWNEBANK,20251231,NM,1,19687341,1334902,2867320,13342906,16603306,34817,58092,278230,17258333,2429008,2422066,602299,283888,371139,2142213,283888,0
35101,BUCKEYE COMMUNITY BANK,20251231,SM,1,247601,16561,25775,192931,216811,0,720,0,218217,29384,29384,8497,686,720,12334,686,0
35103,IDAHO TRUST BANK,20251231,NM,1,243448,68559,14836,153598,212993,0,0,0,217930,25518,25518,2648,4937,0,6455,4937,0
35118,COMMUNITY BK OF WICHITA INC,20251231,NM,1,121452,1640,16831,96730,111501,0,0,0,111923,9529,9529,2763,422,0,6251,422,0
35131,SAUK VALLEY BANK&TRUST CO,20251231,NM,1,748217,12944,156980,544629,616071,4226,62972,0,689012,59205,59205,20323,5743,67198,33664,5743,0
35138,MILLENNIUM BANK,20251231,NM,1,791767,79972,72167,596798,707822,512,0,0,718684,73083,73083,7717,10350,512,42830,10350,0
35139,SEATTLE BANK,20251231,SI,1,1035314,144137,34721,819918,931103,0,0,0,943514,91800,91800,13832,12411,0,36538,12411,0
35141,BMW BANK OF NORTH AMERICA,20251231,NM,1,12814515,577438,2538767,9619716,8618246,52000,1971094,0,11075211,1739304,1739304,75766,433871,2023094,78594,433871,0
35151,NEW MILLENNIUM BANK,20251231,NM,1,953009,145877,3445,787950,822206,0,0,0,828274,124735,124735,12812,6068,0,15737,6068,0
